ds,1,2,3,4,5,6,7,8
2019-07-20,20253,27078,30149,6494,7835,89,8115,17983
2019-07-21,23403,29337,34520,9368,8954,101,8829,18573
2019-07-22,42218,52695,46555,16784,18320,115,42044,61690
2019-07-23,44398,58057,48229,16807,20320,111,44546,63979
2019-07-24,43684,58417,45745,16636,20036,112,44297,63991
2019-07-25,41633,53411,43327,16349,18806,112,43075,63659
2019-07-26,34763,48830,37551,12570,15768,99,33858,53329
2019-07-27,19531,29279,28988,6924,7926,88,7419,17590
2019-07-28,22503,29990,32970,9942,8625,103,8134,19018
2019-07-29,42925,55475,44940,17837,18960,120,42216,67835
2019-07-30,44939,56636,46679,19187,20421,127,45229,73908
2019-07-31,44637,56218,47702,19312,19590,116,44143,74236
2019-08-01,42669,54104,45816,18302,17686,116,40309,68445
2019-08-02,35618,48844,40786,15143,15659,105,32982,54585
2019-08-03,21218,29114,32471,8826,7627,96,7717,20102
2019-08-04,23368,31356,37693,12022,8747,116,8096,20204
2019-08-05,43593,55788,48371,21479,18272,124,38000,64660
2019-08-06,44172,58177,47495,21957,19519,121,40935,66472
2019-08-07,42984,57267,45437,21052,19350,118,40458,63312
2019-08-08,41730,61160,43101,20034,18844,111,38720,60533
2019-08-09,36525,59146,39343,17271,16841,104,32502,53368
2019-08-10,20923,34900,30759,9946,7919,94,7226,17986
2019-08-11,22872,36785,34598,13517,8778,103,7426,18159
2019-08-12,42773,54854,44591,24422,18614,120,36875,60261
2019-08-13,45603,58381,45907,25994,19960,125,40493,63953
2019-08-14,43727,54472,43653,26490,18881,117,40166,62983
2019-08-15,41662,51203,40491,24222,18271,106,38213,59834
2019-08-16,36268,46822,37921,20549,15815,103,31885,50475
2019-08-17,20656,30305,31092,11650,7858,97,7139,17617
2019-08-18,23340,32472,35504,16996,8588,105,7542,17970
2019-08-19,44393,55110,45023,31052,18415,123,38333,59556
2019-08-20,46062,58687,45744,32195,19885,119,39395,61482
2019-08-21,45270,57871,44460,32270,20085,117,39532,60046
2019-08-22,43194,57504,42514,31352,19253,114,39032,59201
2019-08-23,37796,51491,38457,25057,16381,101,32450,52563
2019-08-24,20808,27216,29722,14214,7659,90,6852,17858
2019-08-25,24517,29454,35127,23388,9098,107,7307,18803
2019-08-26,47356,59361,46623,41451,19053,119,38654,62312
2019-08-27,50705,61408,47392,44736,20719,122,42051,66988
2019-08-28,50418,60195,46307,43798,20876,116,41290,65125
2019-08-29,48805,57439,44060,42243,19824,107,39803,64248
2019-08-30,41769,50513,38685,30341,16538,101,32835,54970
2019-08-31,24703,30364,30451,19583,8221,93,7197,19043
2019-09-01,28251,35343,34201,25680,9496,99,7303,18517
2019-09-02,54083,52192,42284,36182,18621,110,34453,58412
2019-09-03,66801,60942,47438,49956,23007,112,41111,64890
2019-09-04,69305,64067,48242,52576,23525,112,41299,64137
2019-09-05,65772,59234,47811,53134,23538,108,40751,64054
2019-09-06,52993,56562,41316,38951,19952,99,33860,54096
2019-09-07,30843,33180,31361,23895,10188,86,7418,19027
2019-09-08,39994,38813,36436,38220,13797,104,7785,19027
2019-09-09,68728,60981,49640,59421,25576,115,39328,62983
2019-09-10,69697,62068,49105,60877,26921,113,42465,67541
2019-09-11,68832,64690,49717,59454,27637,114,42456,65268
2019-09-12,65473,67012,47408,56705,26672,111,41836,64710
2019-09-13,53059,51128,41060,43452,22145,101,34270,58181
2019-09-14,30470,31644,33174,28792,11535,87,7700,20559
2019-09-15,41338,36451,38716,47864,15601,106,8480,20742
2019-09-16,66506,60667,50901,65053,27397,119,40612,66029
2019-09-17,68834,67325,52009,64134,29346,118,43377,67835
2019-09-18,69392,66651,51042,62670,29227,116,43137,65600
2019-09-19,66880,61958,49057,58415,28507,111,41693,65568
2019-09-20,52803,52985,42587,43558,23180,100,34716,57420
2019-09-21,32236,32856,35153,31161,12874,88,7928,20681
2019-09-22,41773,37934,41677,50583,16894,113,8714,21953
2019-09-23,66739,64297,52904,65240,28943,120,41279,67311
2019-09-24,71114,68843,53819,61437,31078,117,44771,70275
2019-09-25,69646,67027,51734,57711,30455,117,44551,72175
2019-09-26,67606,65089,51532,50113,29485,109,43746,68608
2019-09-27,55560,57592,45493,32679,24627,101,37311,61343
2019-09-28,34064,34972,36590,28232,13481,94,9048,21460
2019-09-29,45153,55923,43796,48671,17991,115,10200,25179
2019-09-30,69740,65413,55136,61241,30196,123,46438,80905
2019-10-01,70513,66238,55122,60894,31086,119,45765,78710
2019-10-02,70469,68202,53974,58974,31480,114,45571,73132
2019-10-03,65913,63864,50709,51981,29451,108,44131,69627
2019-10-04,51065,53568,45821,36227,23696,99,36822,61313
2019-10-05,32041,33542,36736,28983,13567,94,9218,22269
2019-10-06,42752,40224,45851,52038,18813,116,10214,24151
2019-10-07,69902,69077,57114,69387,32182,124,43523,72549
2019-10-08,72390,69329,57720,72078,33424,121,47474,77213
2019-10-09,72132,81152,57275,73476,34403,119,47824,77473
2019-10-10,69716,72511,55019,72470,32849,112,46784,79036
2019-10-11,56483,56779,46963,52662,26352,105,39131,65463
2019-10-12,35000,37723,39460,36698,15565,99,9800,25236
2019-10-13,45933,42122,47483,59289,20560,118,10657,25584
2019-10-14,73037,67010,57937,75465,34140,123,46658,78038
2019-10-15,73828,68652,57332,75311,34504,120,49133,79984
2019-10-16,73896,67591,56842,69631,33602,117,48571,77743
2019-10-17,71717,66023,55787,62557,34030,113,47718,73666
2019-10-18,58850,59741,50290,47847,28486,104,39598,63769
2019-10-19,35157,38097,39214,35034,16363,94,10267,24732
2019-10-20,45820,41398,47492,55571,21317,116,10984,28545
2019-10-21,73446,66699,60382,71473,35274,125,47003,77232
2019-10-22,76463,69781,60929,68805,36668,125,50478,81092
2019-10-23,74578,68902,59575,65468,35209,119,50175,79823
2019-10-24,72045,68945,58059,60416,34528,114,49460,79063
2019-10-25,58329,58676,48496,44539,27760,101,41340,69637
2019-10-26,35146,35995,40269,34761,16193,90,10692,24995
2019-10-27,44854,41579,49052,56994,21389,113,11483,26179
2019-10-28,69698,65634,60516,78146,34799,123,46860,77549
2019-10-29,70858,67393,58721,75059,35428,116,48715,82497
2019-10-30,69914,66575,56837,72710,35187,113,48182,81954
2019-10-31,65480,63715,53336,64803,32381,103,48774,81917
2019-11-01,50599,53919,45184,46348,25052,94,36335,63102
2019-11-02,31014,34705,38131,29831,14350,90,9020,23559
2019-11-03,33534,35577,44597,40141,16063,104,8197,21874
2019-11-04,44939,45353,51879,60697,22112,123,11601,27936
2019-11-05,69615,66642,61772,73443,34042,126,45057,79127
2019-11-06,73279,83029,61767,71888,36298,123,48377,80918
2019-11-07,71954,73997,59971,67038,35646,127,47985,79440
2019-11-08,58964,59985,51847,51381,29611,141,41219,70275
2019-11-09,37886,42100,42272,39233,18386,98,10314,26589
2019-11-10,48670,44171,49972,60150,23473,118,10948,28212
2019-11-11,73715,72332,60227,73176,36347,121,45999,78784
2019-11-12,76486,72414,60239,72961,37621,118,49915,82305
2019-11-13,75458,69019,61663,69541,37479,115,48782,81334
2019-11-14,72823,74451,56592,61872,37137,111,48165,79186
2019-11-15,58482,60020,49228,47724,30050,99,40678,69223
2019-11-16,36297,36853,40547,36928,17924,95,10510,26830
2019-11-17,48493,45844,49446,59495,24066,116,11369,27391
2019-11-18,74747,79970,61214,71837,38603,121,47776,77181
2019-11-19,77278,78902,60202,69883,40163,119,49938,80218
2019-11-20,74677,73476,57209,67058,38484,114,49007,80807
2019-11-21,71009,77051,54567,60564,36482,107,45839,74810
2019-11-22,58256,65444,47800,44725,30070,98,39519,64901
2019-11-23,37196,40958,40385,35931,18633,91,10447,26740
2019-11-24,48311,52063,47495,55126,23870,107,11371,27440
2019-11-25,74006,75941,59818,72971,38121,117,48891,83029
2019-11-26,75566,76035,60524,70940,39925,115,53177,85909
2019-11-27,74735,75949,58371,68374,40021,114,51768,83549
2019-11-28,72313,73294,55803,59841,38751,109,51237,82663
2019-11-29,57191,62175,48604,45347,30959,96,42809,71774
2019-11-30,38268,44416,40651,36729,20155,96,11727,28248
2019-12-01,48534,57182,49516,55323,26084,111,12365,30163
2019-12-02,73459,78258,58322,69565,38897,116,49318,83764
2019-12-03,75629,80215,57464,68567,41030,113,51939,84513
2019-12-04,75527,78555,57439,65798,39996,112,51799,83627
2019-12-05,73371,77313,55469,60181,38779,114,51423,83587
2019-12-06,59516,66436,48752,46668,31884,101,43133,73272
2019-12-07,39161,53041,40952,35763,20416,95,11621,27792
2019-12-08,52582,51326,50184,56360,27251,118,12860,30405
2019-12-09,76401,76448,58837,68036,40146,120,50221,83666
2019-12-10,75683,76963,56923,64886,41253,113,52571,88280
2019-12-11,74200,82490,55953,63431,40417,108,52607,83843
2019-12-12,71591,68422,53696,58630,38389,104,51519,83403
2019-12-13,57246,60233,47164,43059,30947,95,42723,72633
2019-12-14,38106,38944,38835,32868,20598,90,11640,28350
2019-12-15,48981,44633,46327,51361,26857,107,12319,30274
2019-12-16,73269,68658,54648,62235,39541,111,50090,83756
2019-12-17,75387,73146,54257,60851,40950,105,52019,82864
2019-12-18,74644,71189,52471,55887,39751,100,50811,80731
2019-12-19,71258,62923,49608,51108,36917,95,48931,77427
2019-12-20,54241,53492,41223,37365,29564,86,40996,67255
2019-12-21,34352,34575,34778,26870,18012,81,11215,27493
2019-12-22,45884,40515,42172,40090,24279,96,11826,34040
2019-12-23,65224,63116,49082,47103,35250,98,47818,82987
2019-12-24,62608,60580,46553,42796,33202,89,49005,83469
2019-12-25,55883,53110,42706,39000,29967,82,46099,81408
2019-12-26,49497,51860,40083,35114,26213,76,43979,76520
2019-12-27,36064,46007,33459,25433,19518,71,34951,64438
2019-12-28,21327,30602,27821,15301,10463,68,12815,31086
2019-12-29,19766,26539,29166,17834,9784,69,9124,24275
2019-12-30,22920,30790,25719,19534,11791,62,27456,50038
2019-12-31,10287,17810,14458,5210,5000,40,8697,18637
2020-01-01,11779,18163,22357,6907,4871,66,3765,18101
2020-01-02,17572,25664,34768,15800,7887,96,5582,21550
2020-01-03,21270,28952,39542,19649,9612,111,7871,25040
2020-01-04,22816,30386,42848,22560,10419,114,8581,25584
2020-01-05,24936,31566,45315,24849,11146,127,8778,25634
2020-01-06,25968,32536,43687,25636,11957,120,9180,25501
2020-01-07,27693,34162,48369,28662,12993,136,7764,24563
2020-01-08,37314,44562,56233,41384,17759,145,13148,35810
2020-01-09,59900,61843,64113,61753,28002,151,43912,95609
2020-01-10,57111,64248,60464,53402,27594,142,44627,93438
2020-01-11,37799,40279,50166,40308,17475,125,13132,36629
2020-01-12,47716,43713,57677,53432,21611,152,13837,39505
2020-01-13,72778,73495,64957,66903,33265,146,48388,102384
2020-01-14,78461,73690,66437,72298,36233,145,53266,105809
2020-01-15,78513,75984,63653,70236,37033,146,52842,113182
2020-01-16,77965,76424,61268,67891,37121,154,54002,106236
2020-01-17,66073,73593,56336,53930,31524,137,46749,90734
2020-01-18,40978,41984,46209,39370,18888,119,13824,37508
2020-01-19,52297,45947,53592,62796,24545,145,15120,39127
2020-01-20,80218,75051,67262,76324,38442,152,53647,105563
2020-01-21,83138,79094,68027,74224,39476,146,56674,106821
2020-01-22,81832,77197,65718,71991,38647,140,56437,103896
2020-01-23,78288,76838,64103,67086,36868,133,55591,103442
2020-01-24,63887,67524,54452,51436,30788,119,47583,96624
2020-01-25,38519,43208,45380,38402,17695,111,14283,36698
2020-01-26,48289,48169,54730,59400,22604,131,14846,37675
2020-01-27,76331,77808,66099,71897,37017,137,55098,104878
2020-01-28,79211,78560,66448,72591,37692,130,57692,110563
2020-01-29,78001,76742,65048,70514,36478,128,57657,109608
2020-01-30,75025,75062,63132,63797,35176,120,57424,109190
2020-01-31,60611,64723,54897,48787,28977,112,49614,94393
2020-02-01,37165,42676,46101,35588,16667,109,13586,36575
2020-02-02,47212,48009,55453,54208,20538,135,14343,37164
2020-02-03,75550,76286,68367,69405,34635,144,53972,0
2020-02-04,77568,77664,67973,71660,35955,135,57749,0
2020-02-05,77154,78164,67324,68856,35741,125,55996,0
2020-02-06,74088,77152,64765,63412,35027,123,54273,0
2020-02-07,62051,66613,56717,48390,28874,116,46666,0
2020-02-08,38017,43088,46787,36458,17110,109,13611,0
2020-02-09,48453,50375,56661,56570,21843,130,14304,0
2020-02-10,75174,77998,66494,68909,35418,131,52377,0
2020-02-11,76296,78110,66834,66283,36244,130,55353,0
2020-02-12,77545,78469,65624,63012,35540,122,55185,0
2020-02-13,73385,75554,62455,61387,34212,119,54656,0
2020-02-14,56400,62502,50291,44971,26930,100,44679,0
2020-02-15,36796,41606,45962,34635,16577,99,12591,0
2020-02-16,47348,49445,55689,52701,21839,128,14117,0
2020-02-17,75649,79464,66946,67640,37058,130,52829,0
2020-02-18,78325,79644,66859,66554,37177,129,55951,0
2020-02-19,75897,76494,64846,61764,36325,122,54533,0
2020-02-20,70196,76170,61235,55111,33843,117,52159,0
2020-02-21,53259,60394,50227,38919,26515,102,39240,0
2020-02-22,32211,37665,41029,26356,14637,97,10706,0
2020-02-23,30879,35676,39398,31811,14405,99,8481,0
2020-02-24,49777,50745,55286,55348,23744,128,14476,0
2020-02-25,77086,76181,67225,64543,36950,128,52781,0
2020-02-26,76982,81062,65140,62579,37607,121,56438,0
2020-02-27,74779,77072,61932,55230,35534,111,56486,0
2020-02-28,60561,65300,53655,42322,30044,99,47627,0
2020-02-29,38077,45199,44359,33704,18332,93,13468,0
2020-03-01,45288,51650,48834,44635,21899,107,13209,0
2020-03-02,73249,76402,63360,58400,36345,115,51692,0
2020-03-03,77404,78687,63299,56139,38238,110,54350,0
2020-03-04,73142,75049,61409,51898,36308,103,52316,0
2020-03-05,66590,68720,56184,43652,33242,97,49337,0
2020-03-06,46372,58778,45073,27647,23267,87,32397,0
2020-03-07,27119,35639,36482,21091,13422,77,9642,0
2020-03-08,22191,31764,33520,19632,11052,78,6173,0
2020-03-09,43893,46461,50995,50390,22284,119,13069,0
2020-03-10,72536,71808,62603,69439,36934,129,50278,0
2020-03-11,76939,76241,63918,71091,39033,135,55915,0
2020-03-12,75554,73416,61087,65464,37770,116,54176,0
2020-03-13,61930,63310,52770,51240,30977,95,45357,0
2020-03-14,38616,41171,43108,38896,19392,84,12779,0
2020-03-15,49627,48940,52180,60273,25314,103,13707,0
2020-03-16,67310,68255,58124,65432,33120,92,47465,0
2020-03-17,64694,67744,54407,65178,34057,76,48709,0
2020-03-18,65093,69352,53321,69472,35573,74,48708,0
2020-03-19,66950,70058,52819,71109,37911,79,49472,0
2020-03-20,58274,63841,47487,57119,33397,74,43249,0
2020-03-21,37279,42625,41048,39401,20747,72,13137,0
2020-03-22,42349,46839,47761,59136,24807,80,14428,0
2020-03-23,71513,73431,56872,89060,41682,82,50618,0
2020-03-24,76089,77643,57079,91900,44498,79,52992,0
2020-03-25,73145,72433,51357,84558,43342,73,51240,0
2020-03-26,65195,63989,43848,70720,38823,62,46634,0
2020-03-27,50249,53814,36663,47944,30817,55,36351,0
2020-03-28,30268,37585,31481,25808,17311,53,11249,0
2020-03-29,32267,40965,34232,29692,18673,54,11362,0
2020-03-30,43483,58305,38271,44061,27226,57,28630,0
2020-03-31,45873,58173,38299,45905,28939,57,28498,0
2020-04-01,46683,57854,39191,48411,28523,61,25783,0
2020-04-02,47633,60030,42417,47334,29179,61,26854,0
2020-04-03,45583,59025,40364,40499,28585,60,25768,0
2020-04-04,39945,49706,38751,36371,23454,68,12800,0
2020-04-05,46576,54157,46485,44746,27766,75,13628,0
2020-04-06,75633,75901,53253,68625,46320,75,36233,0
2020-04-07,81751,79109,49739,75539,50314,76,35909,0
2020-04-08,84831,81332,48733,76906,52375,79,37106,0
2020-04-09,86694,80277,47626,78340,53035,75,37333,0
2020-04-10,77749,73121,44473,69380,47726,72,34125,0
2020-04-11,53321,55353,39059,50211,32972,73,12791,0
2020-04-12,55016,57316,44487,53069,33800,80,13162,0
2020-04-13,88196,81290,48163,81198,53527,81,38419,0
2020-04-14,92420,84170,48482,81822,55832,88,40390,0
2020-04-15,92785,83374,47883,82475,55910,86,39896,0
2020-04-16,88887,82784,47995,75286,55061,80,37539,0
2020-04-17,81425,81068,44949,68835,49107,80,33236,0
2020-04-18,50081,56988,36904,41017,31108,76,11435,0
2020-04-19,46348,59203,38842,38188,28964,86,10548,0
2020-04-20,89667,86144,49262,82498,55324,93,40003,0
2020-04-21,90336,91254,48687,84126,58413,90,41150,0
2020-04-22,91341,87475,49940,84203,56547,92,40868,0
2020-04-23,91068,88266,49587,81768,55868,90,40519,0
2020-04-24,80345,78553,44302,68107,50389,91,36006,0
2020-04-25,54484,58804,39356,48001,32695,90,13028,0
2020-04-26,53783,60015,43760,49275,33576,98,13209,0
2020-04-27,88621,89490,49502,75877,54385,96,42498,0
2020-04-28,87908,88871,48889,73461,54436,96,41420,0
2020-04-29,88807,89829,47353,75009,55287,93,41986,0
2020-04-30,75322,76766,41199,57591,45226,85,34682,0
2020-05-01,38037,52570,33564,30621,22245,78,10212,0
2020-05-02,37440,50028,34179,31414,21863,83,8309,0
2020-05-03,37480,50708,36014,33553,22623,85,8336,0
2020-05-04,48441,60381,40959,46383,30600,91,12654,0
2020-05-05,51439,63252,43670,47991,31591,95,14574,0
2020-05-06,69675,78697,45888,61386,43039,96,33831,0
2020-05-07,69537,76211,45197,61368,43873,93,35094,0
2020-05-08,60174,67817,39223,50315,37358,90,28073,0
2020-05-09,31383,42641,28597,25470,18937,77,6961,0
2020-05-10,42361,50975,38961,39813,26773,92,9004,0
2020-05-11,58496,63825,42726,57060,38228,95,14796,0
2020-05-12,84828,82964,49144,74030,52625,97,39804,0
2020-05-13,90847,88360,51688,79470,55382,98,42389,0
2020-05-14,94747,89021,50357,86034,57143,97,43008,0
2020-05-15,84312,81130,47121,75164,50498,90,37813,0
2020-05-16,55358,59649,40653,54380,33723,87,11834,0
2020-05-17,56593,60484,45332,60391,34859,101,11389,0
2020-05-18,94069,92476,54841,91977,56570,105,41671,0
2020-05-19,95602,91233,54595,95361,57252,98,42883,0
2020-05-20,93805,93105,53107,94768,56538,99,44237,0
2020-05-21,92604,89651,52183,95115,56033,103,42638,0
2020-05-22,80506,79925,46296,78289,48145,90,36098,0
2020-05-23,51718,56886,38915,53996,31519,84,10981,0
2020-05-24,54257,59836,43514,63552,32910,92,11230,0
2020-05-25,84825,85789,51171,93967,51777,95,40934,0
2020-05-26,88076,86078,52108,96998,53477,90,44165,0
2020-05-27,85136,84285,50618,93869,53220,89,43218,0
2020-05-28,81288,82708,48693,91811,50573,85,43246,0
2020-05-29,72778,77591,45019,70333,44399,78,37533,0
2020-05-30,47240,54734,37134,46195,28645,75,10787,0
2020-05-31,52450,61060,44999,55124,31233,93,12330,0
2020-06-01,78268,84224,51982,76860,45964,92,45405,0
2020-06-02,82424,87474,53397,82808,47589,90,47235,0
2020-06-03,81841,87245,51819,81464,47433,92,46098,0
2020-06-04,78823,86730,49933,78990,47584,91,45572,0
2020-06-05,67598,75928,44545,61272,40553,83,38165,0
2020-06-06,42445,51906,35467,37577,25500,75,10292,0
2020-06-07,44207,52840,39027,42246,26537,84,9958,0
2020-06-08,71904,79451,47820,68366,42045,91,41240,0
2020-06-09,73655,81575,46200,65540,42642,88,43299,0
2020-06-10,71811,79702,46439,61699,41192,85,44161,0
2020-06-11,61521,68396,40781,49294,35595,80,36718,0
2020-06-12,38373,51023,34712,30682,22118,73,10085,0
2020-06-13,40175,48707,37392,33685,22667,78,9044,0
2020-06-14,44003,53827,41682,39328,24342,88,10512,0
2020-06-15,71014,76622,48103,57286,38278,90,43192,0
2020-06-16,72503,79652,47380,56816,38681,87,44177,0
2020-06-17,71228,76554,45282,54284,38466,84,43977,0
2020-06-18,69974,95659,44724,52908,37748,83,42735,0
2020-06-19,60684,87557,40193,43930,33479,77,35809,0
2020-06-20,40668,79005,33677,28599,20970,71,9719,0
2020-06-21,43051,73863,39648,31651,22100,80,10642,0
2020-06-22,68640,79954,47892,47388,35141,86,43847,0
2020-06-23,65073,75290,44927,41059,33439,82,42409,0
2020-06-24,48699,78185,39401,35724,24944,77,16899,0
2020-06-25,64356,102751,44694,42235,32769,80,42740,0
2020-06-26,55103,96730,39532,33946,28842,75,36514,0
2020-06-27,34910,53077,31852,20635,17131,70,9634,0
2020-06-28,36806,55087,38837,22672,17735,81,10883,0
2020-06-29,60619,76859,46944,35768,28870,90,44841,0
2020-06-30,56945,68194,43358,29356,27308,85,44314,0
2020-07-01,40174,54381,38181,19988,17968,82,16452,0
2020-07-02,53920,66959,42066,27002,24734,94,41281,0
2020-07-03,47314,61823,37710,21672,21638,85,35713,0
2020-07-04,29609,42982,30686,12172,12290,73,9481,0
2020-07-05,30884,45094,35657,13414,12675,83,9646,0
2020-07-06,50566,63299,42577,22256,21416,85,39579,0
2020-07-07,51232,66113,41753,21592,21701,84,41067,0
2020-07-08,51165,65242,40513,20686,21191,79,40974,0
2020-07-09,49810,65458,39721,21055,21521,77,41649,0
2020-07-10,42268,59601,35241,16552,18156,72,34827,0
2020-07-11,26180,40362,28634,8439,9966,65,8952,0
2020-07-12,28713,39838,33373,10828,11292,74,9342,0
2020-07-13,49845,63422,44374,19152,20582,84,41312,0
2020-07-14,52079,67427,44066,20235,21737,83,43271,0
2020-07-15,51175,65951,43177,19359,20967,78,42231,0
2020-07-16,50126,64615,41972,18494,20466,78,41389,0
2020-07-17,43484,59591,36825,15076,17547,72,33775,0
2020-07-18,27125,40072,31224,7862,9972,66,8651,0
2020-07-19,30026,43702,34936,11205,10928,77,9577,0
2020-07-20,49880,62834,43639,18963,19203,85,39842,0
2020-07-21,52324,68263,45646,20365,21025,85,42659,0
2020-07-22,52434,67012,44095,19275,20917,83,42439,0
2020-07-23,51290,64227,44489,19172,19802,82,41558,0
2020-07-24,42922,56658,37888,14943,16819,74,34543,0
2020-07-25,26355,37265,30446,8521,9143,68,9244,0
2020-07-26,29390,40015,34458,11218,10711,76,9915,0
2020-07-27,50274,64387,43892,20161,19622,85,40707,0
2020-07-28,52131,65928,43903,20882,20492,90,41988,0
2020-07-29,52964,63113,43619,21323,20289,88,42314,0
2020-07-30,51389,64400,41966,20107,19429,84,41807,0
2020-07-31,45047,58551,37267,15710,16682,79,33260,0
2020-08-01,28895,39897,32855,9609,9312,74,8773,0
2020-08-02,30577,42041,36443,12404,10301,82,8947,0
2020-08-03,50747,68787,42651,22143,19261,90,38337,0
2020-08-04,52618,67556,42951,23512,20111,85,40463,0
2020-08-05,51493,65892,40894,23570,19775,83,39186,0
2020-08-06,50620,103303,41509,23010,19640,84,37497,0
2020-08-07,43263,57032,37095,18874,16620,76,30913,0
2020-08-08,26770,39117,31259,10330,9033,69,8063,0
2020-08-09,29389,41979,36223,15096,10484,79,8935,0
2020-08-10,50947,67347,43514,28182,19552,87,37443,0
2020-08-11,53226,66992,43734,29910,20582,83,39097,0
2020-08-12,53000,65713,43218,31233,20312,81,38890,0
2020-08-13,51858,61835,42443,30882,19915,79,38142,0
2020-08-14,44314,53262,36882,25544,17290,76,31602,0
2020-08-15,27178,34562,30934,12693,9223,68,7950,0
2020-08-16,29742,36315,34832,18697,10447,75,8192,0
2020-08-17,51703,58164,42854,34545,19590,83,36714,0
2020-08-18,53824,62675,43497,35810,20532,83,38514,0
2020-08-19,53981,62309,43284,36610,20790,85,38309,0
2020-08-20,52078,61174,41715,36558,20391,84,37276,0
2020-08-21,44987,53630,38070,28082,16945,79,30536,0
2020-08-22,28225,35919,32273,15661,9419,74,7450,0
2020-08-23,32891,38497,35878,23389,10724,83,8210,0
2020-08-24,55250,61648,45345,42573,20585,91,37352,0
2020-08-25,57674,64057,45589,45407,21450,90,39732,0
2020-08-26,57441,63587,45069,44968,21759,86,39324,0
2020-08-27,56999,61540,42896,43684,21362,85,38554,0
2020-08-28,48702,55169,38482,32915,17776,79,32274,0
2020-08-29,30516,38629,31737,19179,9588,69,7816,0
2020-08-30,33835,39747,36369,30734,11207,82,8938,0
2020-08-31,54629,57324,41995,38101,18776,81,38284,0
2020-09-01,63783,58699,41237,34531,20466,81,36300,0
2020-09-02,76810,64253,44854,47574,24637,84,39865,0
2020-09-03,75418,66327,44416,48608,25564,84,40016,0
2020-09-04,63635,59027,40650,39934,22553,79,33256,0
2020-09-05,41248,38347,34318,26637,13365,74,8487,0
2020-09-06,48758,44324,39251,40401,15916,91,8931,0
2020-09-07,77370,68527,49506,57587,27525,96,39438,0
2020-09-08,82561,73554,50101,59116,30214,93,42267,0
2020-09-09,81456,73783,50407,59955,31696,89,42134,0
2020-09-10,76638,72017,47759,55335,31138,83,41531,0
2020-09-11,63165,65377,42739,42421,25824,80,34620,0
2020-09-12,38973,42468,28624,26283,12604,63,8221,0
2020-09-13,47725,43170,33394,41313,15062,77,8800,0
2020-09-14,77613,66217,41952,59195,25332,84,38347,0
2020-09-15,79973,70607,40405,61573,26910,77,40983,0
2020-09-16,79103,69111,39710,59119,27780,76,39917,0
2020-09-17,75566,69999,38086,57686,26430,75,39495,0
2020-09-18,64070,59769,34521,45140,22572,68,33374,0
2020-09-19,40110,43754,29225,32197,13521,64,8692,0
2020-09-20,49482,48386,33953,49513,16471,73,9394,0
2020-09-21,78162,69411,41432,63048,27346,83,39776,0
2020-09-22,80846,71682,41883,62141,28718,78,41901,0
2020-09-23,79770,70459,40828,60012,28358,78,41954,0
2020-09-24,78199,68710,39434,54987,28237,72,40785,0
2020-09-25,63436,61506,35219,39157,23001,71,34349,0
2020-09-26,40083,43782,28270,28164,13679,63,9129,0
2020-09-27,50028,45967,32482,44585,17058,78,9677,0
2020-09-28,80303,70027,40900,63987,29016,76,41550,0
2020-09-29,83565,72267,41716,65965,30637,76,45398,0
2020-09-30,82670,70125,40361,62515,29524,73,44756,0
2020-10-01,77122,65490,38680,59344,27535,72,41240,0
2020-10-02,63957,60316,34051,45149,23782,66,34588,0
2020-10-03,39423,45588,28861,32314,14627,62,9805,0
2020-10-04,49087,47471,34363,47977,17629,81,10152,0
2020-10-05,76983,72535,42111,62121,28926,84,39447,0
2020-10-06,82265,76310,42741,69680,31777,78,43113,0
2020-10-07,83709,73734,41882,69488,31557,76,43341,0
2020-10-08,81409,75257,42032,64834,31263,74,43750,0
2020-10-09,68245,65541,37111,50883,26714,69,37563,0
2020-10-10,44100,44276,30830,35586,16181,66,11215,0
2020-10-11,51912,49682,35750,53216,19377,82,12105,0
2020-10-12,81081,75362,43762,70921,32133,84,43985,0
2020-10-13,85258,78409,44070,70923,33611,79,45434,0
2020-10-14,84650,78758,43012,68884,33424,76,44529,0
2020-10-15,82885,77009,41765,67591,32634,74,44812,0
2020-10-16,69044,67806,36056,53279,27772,70,37608,0
2020-10-17,43638,48610,31453,38682,17392,67,11098,0
2020-10-18,53179,55423,37429,57161,21051,86,12288,0
2020-10-19,83531,79757,44264,74212,33845,86,45030,0
2020-10-20,86359,77326,44877,74136,35430,81,46262,0
2020-10-21,85167,74181,42945,73030,36129,79,45247,0
2020-10-22,82479,72927,42462,68990,35296,75,45267,0
2020-10-23,69273,64412,38171,54745,29079,71,38976,0
2020-10-24,44520,45638,32010,38880,18364,66,11768,0
2020-10-25,52454,50302,38523,56522,21362,81,13172,0
2020-10-26,83703,75469,46279,78939,35417,86,45661,0
2020-10-27,86865,77983,45402,79739,37308,81,48125,0
2020-10-28,85517,78467,44534,78020,37045,78,47474,0
2020-10-29,83412,77007,43205,74199,36311,72,45300,0
2020-10-30,70320,72630,39324,56956,30236,71,39237,0
2020-10-31,44473,52726,33319,40877,19281,70,11413,0
2020-11-01,50272,52620,39586,56300,21354,79,12227,0
2020-11-02,81129,77866,46782,78557,35435,87,43878,0
2020-11-03,74208,73162,43953,66779,32379,80,40396,0
2020-11-04,57258,62215,41333,60077,24910,84,15145,0
2020-11-05,83049,81931,45777,77764,35986,88,43377,0
